2 70 79 126 106 203 1
2 78 78 112 109 205 1
2 63 82 109 121 185 1
2 68 87 123 97 187 1
2 78 76 128 93 203 1
2 50 82 136 106 189 1
2 71 70 127 105 190 1
2 66 62 121 122 195 1
2 75 81 115 100 193 1
2 69 76 133 93 208 1
2 78 74 116 102 182 1
2 75 67 127 101 185 1
2 63 72 125 109 177 1
2 76 74 120 99 202 1
2 71 79 111 107 210 1
2 76 77 135 80 191 1
2 70 71 111 114 186 1
2 75 67 121 103 175 1
2 70 74 120 102 190 1
2 66 68 137 95 210 1
2 74 82 103 106 212 1
2 68 73 126 98 201 1
2 74 82 113 96 186 1
2 74 72 135 84 197 1
2 67 74 107 116 204 1
2 63 75 126 100 199 1
2 65 74 116 108 188 1
2 71 73 127 92 190 1
2 69 72 111 109 202 1
2 75 66 121 99 192 1
2 77 77 127 80 184 1
2 63 71 107 117 193 1
2 69 79 114 96 203 1
2 60 71 135 92 182 1
2 69 77 125 87 200 1
2 72 67 134 85 209 1
2 68 77 108 104 186 1
2 68 81 108 100 193 1
2 75 81 103 98 200 1
2 71 79 119 88 204 1
2 74 78 118 87 213 1
2 70 61 119 106 188 1
2 71 74 110 101 205 1
2 79 84 94 99 199 1
2 69 69 120 98 183 1
2 71 82 102 99 198 1
2 73 73 115 93 209 1
2 77 76 109 92 205 1
2 74 89 104 87 194 1
2 71 67 108 107 210 1
2 67 71 117 98 185 1
2 76 76 113 88 199 1
2 61 61 121 109 188 1
2 66 76 110 100 183 1
2 68 70 115 99 188 1
2 72 77 110 93 181 1
2 75 80 117 80 197 1
2 69 71 112 99 183 1
2 71 78 107 95 212 1
2 65 75 124 87 187 1
2 76 74 114 87 185 1
2 76 78 112 85 208 1
2 68 84 102 96 184 1
2 67 71 117 95 165 1
2 73 78 108 91 190 1
2 62 85 106 96 210 1
2 62 74 95 117 197 1
2 61 79 118 90 183 1
2 70 77 114 87 198 1
2 69 74 120 85 197 1
2 70 68 106 103 205 1
2 72 66 119 90 187 1
2 72 63 124 88 195 1
2 67 78 119 83 189 1
2 71 63 105 107 187 1
2 68 62 116 100 169 1
2 66 81 104 95 209 1
2 69 75 110 92 190 1
2 75 78 110 83 187 1
2 66 72 107 100 179 1
2 62 74 118 91 191 1
2 61 72 121 91 190 1
2 66 79 116 84 193 1
2 72 75 118 80 197 1
2 59 73 112 100 198 1
2 63 77 106 98 187 1
2 76 78 91 98 201 1
2 67 67 111 98 182 1
2 65 69 98 110 187 1
2 68 71 110 93 197 1
2 67 71 115 89 196 1
2 74 69 115 84 176 1
2 70 69 96 106 212 1
2 73 59 110 99 207 1
2 75 74 99 93 178 1
2 66 70 119 86 187 1
2 69 80 107 85 210 1
2 76 78 90 96 189 1
2 68 79 100 93 207 1
2 68 76 104 92 201 1
2 66 74 112 88 200 1
2 63 67 113 96 192 1
2 80 76 100 83 194 1
2 71 66 109 92 211 1
2 67 69 120 82 198 1
2 69 73 101 94 203 1
2 70 85 92 90 213 1
2 68 85 89 94 199 1
2 70 78 94 94 204 1
2 64 63 96 112 185 1
2 66 54 104 111 198 1
2 66 77 87 105 196 1
2 71 67 104 93 203 1
2 72 76 101 86 208 1
2 71 73 99 91 207 1
2 71 79 97 87 209 1
2 62 67 124 81 170 1
2 68 72 94 99 197 1
2 67 74 99 93 201 1
2 70 65 106 92 200 1
2 79 66 100 88 193 1
2 70 77 84 101 191 1
2 62 76 110 84 0 0
2 70 67 98 96 192 1
2 78 79 80 94 198 1
2 75 66 99 91 199 1
2 64 74 111 82 208 1
2 67 59 106 98 186 1
2 73 63 90 103 167 1
2 71 74 83 101 206 1
2 64 80 88 97 195 1
2 67 74 88 99 171 1
2 70 74 92 92 204 1
2 69 58 101 99 173 1
2 65 78 87 97 198 1
2 75 57 102 93 175 1
2 70 75 90 92 193 1
2 70 64 103 90 208 1
2 66 70 104 87 185 1
2 77 65 102 83 181 1
2 72 77 97 81 182 1
2 67 71 103 85 185 1
2 55 72 116 83 191 1
2 73 78 93 82 179 1
2 66 55 106 98 199 1
2 67 61 112 85 208 1
2 74 62 95 93 176 1
2 75 77 86 86 199 1
2 62 65 114 83 172 1
2 64 80 100 80 122 0
2 63 77 104 80 175 1
2 65 55 97 106 194 1
2 58 64 105 96 181 1
2 73 61 94 95 185 1
2 58 70 99 95 174 1
2 68 68 99 87 188 1
2 71 63 91 96 203 1
2 66 71 99 84 171 0
2 80 71 88 81 190 1
2 60 72 106 82 147 0
2 65 68 86 100 169 0
2 70 69 100 80 188 1
2 70 63 80 106 193 1
2 68 66 99 85 159 0
2 66 65 106 81 182 1
2 71 70 97 80 177 1
2 64 77 91 86 178 1
2 68 66 99 85 163 0
2 66 73 90 88 0 0
2 73 64 87 92 184 1
2 63 64 101 88 176 0
2 65 65 105 81 176 0
2 74 59 98 84 157 0
2 68 62 81 104 197 1
2 59 52 111 93 188 1
2 71 74 116 135 192 1
2 65 73 113 136 203 1
2 75 78 109 124 195 1
2 72 77 101 128 197 1
2 67 74 101 132 182 1
2 58 67 131 115 204 1
2 75 72 111 113 169 1
2 65 72 106 123 214 1
2 77 52 107 129 194 1
2 73 71 104 111 201 1
2 69 78 83 128 193 1
2 65 83 91 115 195 1
2 72 73 94 113 204 1
2 67 66 103 113 187 1
2 74 71 88 114 209 1
2 67 71 103 106 182 1
2 66 59 138 83 176 0
2 52 64 105 136 188 1
2 69 54 109 105 169 0
2 67 75 83 110 189 0
2 69 73 85 99 195 0
2 64 61 106 94 188 0
